gameId,gameDuration(seconds),gameVersion,teamId,win,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills,kills,deaths,assists,totalDamageDealtToChampions,visionScore,goldEarned,averageChampLevel,totalMinionsKilled
3378925241,1630,10.8.317.3760,100,Win,False,True,True,True,False,True,10,2,1,2,2,30,10,62,74563,184,56939,14.2,659
3378925241,1630,10.8.317.3760,200,Fail,True,False,False,False,True,False,1,0,0,2,0,10,30,17,54859,169,42564,12.4,660
3378507270,1118,10.8.317.3760,100,Win,False,True,True,False,False,False,4,2,0,0,0,47,43,97,90973,0,60478,17.2,209
3378507270,1118,10.8.317.3760,200,Fail,True,False,False,False,False,False,1,0,0,0,0,43,47,87,96693,0,57261,17.0,208
3378544916,1238,10.8.317.3760,100,Win,True,True,False,False,False,False,4,1,0,0,0,51,55,111,135504,0,67848,18.0,268
3378544916,1238,10.8.317.3760,200,Fail,False,False,True,False,False,False,2,2,0,0,0,55,52,108,117518,0,64957,17.8,215
3378522761,1428,10.8.317.3760,100,Fail,False,False,False,False,False,False,3,2,0,0,0,57,64,122,151455,0,76287,18.0,297
3378522761,1428,10.8.317.3760,200,Win,True,True,True,False,False,False,4,2,0,0,0,63,57,165,181663,0,78857,18.0,325
3378550507,999,10.8.317.3760,100,Fail,False,False,False,False,False,False,0,0,0,0,0,31,56,56,78251,0,51396,15.8,201
3378550507,999,10.8.317.3760,200,Win,True,True,True,False,False,False,4,2,0,0,0,55,31,139,116648,0,57142,16.2,178
3377719300,1492,10.8.316.7615,100,Win,False,False,False,True,True,True,4,0,1,3,1,27,19,47,76365,137,49929,13.4,563
3377719300,1492,10.8.316.7615,200,Fail,True,True,False,False,False,False,4,0,0,1,0,19,27,31,60620,137,43470,12.2,558
3373744901,1364,10.7.314.9802,100,Win,False,False,False,False,False,False,4,1,0,0,0,54,57,131,195972,0,73019,18.0,265
3373744901,1364,10.7.314.9802,200,Fail,True,True,True,False,False,False,2,1,0,0,0,57,55,145,159045,0,71200,18.0,278
3373716992,1483,10.7.314.9802,100,Win,True,False,False,False,False,False,4,2,0,0,0,59,66,112,175072,0,79235,18.0,331
3373716992,1483,10.7.314.9802,200,Fail,False,True,True,False,False,False,4,2,0,0,0,66,59,132,171876,0,79636,18.0,326
3372366545,1367,10.7.314.9802,100,Fail,True,True,True,False,False,False,2,2,0,0,0,60,59,142,176236,0,71427,18.0,256
3372366545,1367,10.7.314.9802,200,Win,False,False,False,False,False,False,4,1,0,0,0,59,60,144,204327,0,73909,18.0,289
3372393099,1343,10.7.314.9802,100,Win,True,True,True,False,False,False,4,2,0,0,0,55,52,136,163440,0,71423,18.0,261
3372393099,1343,10.7.314.9802,200,Fail,False,False,False,False,False,False,2,0,0,0,0,52,55,129,148811,0,69265,18.0,261
3372342908,1167,10.7.314.9802,100,Fail,False,False,False,False,True,False,0,0,0,1,0,16,28,18,37696,64,32211,10.4,411
3372342908,1167,10.7.314.9802,200,Win,True,True,False,False,False,True,3,0,0,1,1,28,16,43,51766,98,41587,11.6,394
3372325745,1986,10.7.314.9802,100,Fail,True,True,False,False,False,False,5,0,0,2,0,36,45,40,115216,204,62810,15.2,600
3372325745,1986,10.7.314.9802,200,Win,False,False,True,True,True,False,10,2,2,2,0,44,36,44,114801,144,71107,16.6,701
3372330415,1794,10.7.314.9802,100,Win,True,True,True,True,True,True,10,1,1,2,1,38,15,47,77244,143,58835,15.0,652
3372330415,1794,10.7.314.9802,200,Fail,False,False,False,False,False,False,2,0,0,2,0,15,38,17,60059,113,47808,13.6,595
3372265917,1395,10.7.314.9802,100,Win,False,False,False,False,False,False,1,0,0,0,0,12,32,16,44015,94,34333,10.8,368
3372265917,1395,10.7.314.9802,200,Fail,True,True,True,False,True,True,8,1,0,2,1,32,12,35,57971,108,47443,12.0,462
3372211011,1454,10.7.314.9802,100,Win,False,True,False,False,True,True,6,0,0,3,2,25,12,36,62123,140,46440,13.0,493
3372211011,1454,10.7.314.9802,200,Fail,True,False,False,False,False,False,1,0,0,0,0,12,25,14,53875,95,37507,12.0,495
3371690881,2193,10.7.314.9802,100,Win,True,True,False,True,False,True,9,1,1,0,2,30,27,50,89432,187,72483,16.2,784
3371690881,2193,10.7.314.9802,200,Fail,False,False,True,False,True,False,7,2,1,5,0,27,30,44,94368,207,69426,16.4,868
3371612330,2091,10.7.314.9802,100,Fail,False,True,False,False,False,True,3,0,0,0,1,27,40,47,119442,208,61544,15.4,686
3371612330,2091,10.7.314.9802,200,Win,True,False,True,True,True,False,8,1,1,5,1,40,27,63,90799,235,71127,16.4,763
3371458893,2116,10.7.314.9802,100,Fail,False,False,False,False,False,True,4,0,0,2,1,29,42,66,102755,216,64275,15.8,720
3371458893,2116,10.7.314.9802,200,Win,True,True,True,True,True,False,9,2,2,4,1,42,29,103,134763,195,77490,17.4,823
3371352383,2164,10.7.314.9802,100,Fail,False,False,False,False,False,False,4,0,0,1,0,24,44,38,103383,159,62836,15.2,737
3371352383,2164,10.7.314.9802,200,Win,True,True,True,True,True,True,11,4,2,4,2,44,24,80,170021,237,76481,17.2,746
3370472081,1244,10.7.314.9802,100,Fail,False,False,False,False,False,False,2,0,0,0,0,49,58,88,121734,0,65445,18.0,256
3370472081,1244,10.7.314.9802,200,Win,True,True,True,False,False,False,4,2,0,0,0,58,49,109,135170,0,68878,18.0,258
3370345946,1214,10.7.314.9802,100,Fail,True,True,False,False,False,False,2,0,0,0,0,43,42,100,128687,0,62697,17.6,264
3370345946,1214,10.7.314.9802,200,Win,False,False,True,False,False,False,4,2,0,0,0,42,43,101,114823,0,64626,17.6,264
3370199348,1500,10.7.314.9802,100,Fail,False,False,False,False,False,False,2,0,0,0,0,23,37,22,58382,82,42651,11.8,434
3370199348,1500,10.7.314.9802,200,Win,True,True,False,True,True,True,5,0,1,3,1,37,23,52,84264,91,51719,13.8,450
3370209828,1849,10.7.314.9802,100,Win,False,True,True,False,True,True,9,1,0,2,2,22,23,18,69284,167,53980,13.6,622
3370209828,1849,10.7.314.9802,200,Fail,True,False,False,False,False,False,5,0,0,2,0,23,23,38,66761,149,52394,13.6,560
3370105848,1095,10.7.314.9802,100,Fail,True,False,False,False,False,False,2,1,0,0,0,43,52,103,95489,0,58950,17.0,197
3370105848,1095,10.7.314.9802,200,Win,False,True,True,False,False,False,4,2,0,0,0,52,43,114,133285,0,61291,17.6,204
3370079490,1045,10.7.314.9802,100,Fail,False,True,False,False,False,False,2,0,0,0,0,32,33,88,84914,0,52592,15.8,212
3370079490,1045,10.7.314.9802,200,Win,True,False,True,False,False,False,4,1,0,0,0,33,32,69,80753,0,56915,16.0,216
3370064789,1079,10.7.314.9802,100,Win,False,True,True,False,False,False,4,1,0,0,0,37,29,119,104264,0,57392,16.6,220
3370064789,1079,10.7.314.9802,200,Fail,True,False,False,False,False,False,0,0,0,0,0,29,37,83,90143,0,52104,15.2,182
3370051005,995,10.7.314.9802,100,Win,True,True,True,False,False,False,4,2,0,0,0,43,37,106,93606,0,55297,16.2,196
3370051005,995,10.7.314.9802,200,Fail,False,False,False,False,False,False,1,0,0,0,0,37,43,89,81042,0,52555,15.4,201
3369246621,1047,10.7.314.9802,100,Fail,False,False,False,False,False,False,0,0,0,0,0,37,47,88,78034,0,53441,15.8,184
3369246621,1047,10.7.314.9802,200,Win,True,True,True,False,False,False,4,2,0,0,0,47,37,85,88865,0,58256,16.4,220
